[2025-05-15 18:21:12] [INFO    ] discord.client: logging in using static token
[2025-05-15 18:21:35] [DEBUG   ] discord.client: Dispatching event command
[2025-05-15 18:21:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:35.905000+00:00', 'pinned': False, 'nonce': '14349381249369329502', 'mentions': [{'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1371862961945182232', '1258407598122598510'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-13T14:53:38.214000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594774862860331', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@656467546391707648>, you claimed 50 coins! You now have 50 coins.', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'ZeusgarBot', 'public_flags': 0, 'primary_guild': None, 'id': '1371860418666168321', 'global_name': None, 'discriminator': '7304', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:35] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:35] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages with {"content":"<@656467546391707648>, you claimed 50 coins! You now have 50 coins.","components":[],"nonce":"14349381249369329502","enforce_nonce":true,"tts":false} has returned 200
[2025-05-15 18:21:35] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages has received {'type': 0, 'content': '<@656467546391707648>, you claimed 50 coins! You now have 50 coins.', 'mentions': [{'id': '656467546391707648', 'username': 'zeusgar', 'avatar': '92b08e4a885e1dc0434aa74160d847b1', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': 'a_94618cf0ec9a1c7b6b794ee233fa830a', 'accent_color': 16711680, 'global_name': 'Zendusgard', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#ff0000', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-15T15:21:35.905000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1372594774862860331', 'channel_id': '1371863170120941700', 'author': {'id': '1371860418666168321', 'username': 'ZeusgarBot', 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230', 'discriminator': '7304', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14349381249369329502'}
[2025-05-15 18:21:35] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-15 18:21:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:38.490000+00:00', 'pinned': False, 'nonce': '1372594784908083200', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-15T15:20:58.965000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594785705005197', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?claim', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'somninar', 'public_flags': 0, 'primary_guild': None, 'id': '1013553100755324929', 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '45097b65a48e28200b9629e0f6769250'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event command
[2025-05-15 18:21:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:38.838000+00:00', 'pinned': False, 'nonce': '3452698329204592335', 'mentions': [{'username': 'somninar', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1258407429058592768'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-15T15:20:58.965000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1013553100755324929', 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '45097b65a48e28200b9629e0f6769250'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1371862961945182232', '1258407598122598510'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-13T14:53:38.214000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594787164885115', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1013553100755324929>, you claimed 50 coins! You now have 50 coins.', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'ZeusgarBot', 'public_flags': 0, 'primary_guild': None, 'id': '1371860418666168321', 'global_name': None, 'discriminator': '7304', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:38] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages with {"content":"<@1013553100755324929>, you claimed 50 coins! You now have 50 coins.","components":[],"nonce":"3452698329204592335","enforce_nonce":true,"tts":false} has returned 200
[2025-05-15 18:21:38] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages has received {'type': 0, 'content': '<@1013553100755324929>, you claimed 50 coins! You now have 50 coins.', 'mentions': [{'id': '1013553100755324929', 'username': 'somninar', 'avatar': '45097b65a48e28200b9629e0f6769250', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 16777215, 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': '#ffffff', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-15T15:21:38.838000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1372594787164885115', 'channel_id': '1371863170120941700', 'author': {'id': '1371860418666168321', 'username': 'ZeusgarBot', 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230', 'discriminator': '7304', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3452698329204592335'}
[2025-05-15 18:21:38] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-15 18:21:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 16, 'op': 0, 'd': {'user_id': '656467546391707648', 'timestamp': 1747322502, 'member': {'user': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'display_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:42] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:21:42] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:21:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:43.582000+00:00', 'pinned': False, 'nonce': '1372594805674082304', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594807062401108', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?leadeboard', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event command_error
[2025-05-15 18:21:43] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "leadeboard" is not found
[2025-05-15 18:21:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 18, 'op': 0, 'd': {'user_id': '1013553100755324929', 'timestamp': 1747322503, 'member': {'user': {'username': 'somninar', 'public_flags': 0, 'primary_guild': None, 'id': '1013553100755324929', 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'display_name': '╲⎝⧹L7tr⧸⎠╱', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '45097b65a48e28200b9629e0f6769250'}, 'roles': ['1258407429058592768'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-15T15:20:58.965000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:21:43] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:21:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 19, 'op': 0, 'd': {'user_id': '656467546391707648', 'timestamp': 1747322508, 'member': {'user': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'display_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:48] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:21:48] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:21:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:49.566000+00:00', 'pinned': False, 'nonce': '1372594830441447424', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594832161112175', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?leaderboard', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event command
[2025-05-15 18:21:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:49.767000+00:00', 'pinned': False, 'nonce': '3933991825837295958', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1371862961945182232', '1258407598122598510'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-13T14:53:38.214000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594833004167240', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Leaderboard', 'fields': [{'value': '50 coins', 'name': '1. zeusgar', 'inline': False}, {'value': '50 coins', 'name': '2. somninar', 'inline': False}], 'content_scan_version': 0, 'color': 15844367}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'ZeusgarBot', 'public_flags': 0, 'primary_guild': None, 'id': '1371860418666168321', 'global_name': None, 'discriminator': '7304', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages with {"embeds":[{"fields":[{"inline":false,"name":"1. zeusgar","value":"50 coins"},{"inline":false,"name":"2. somninar","value":"50 coins"}],"flags":0,"color":15844367,"type":"rich","title":"Leaderboard"}],"content":null,"components":[],"nonce":"3933991825837295958","enforce_nonce":true,"tts":false} has returned 200
[2025-05-15 18:21:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1371863170120941700/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'Leaderboard', 'color': 15844367, 'fields': [{'name': '1. zeusgar', 'value': '50 coins', 'inline': False}, {'name': '2. somninar', 'value': '50 coins', 'inline': False}], 'content_scan_version': 0}], 'timestamp': '2025-05-15T15:21:49.767000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1372594833004167240', 'channel_id': '1371863170120941700', 'author': {'id': '1371860418666168321', 'username': 'ZeusgarBot', 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230', 'discriminator': '7304', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '3933991825837295958'}
[2025-05-15 18:21:49] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-15 18:21:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 22, 'op': 0, 'd': {'user_id': '1013553100755324929', 'timestamp': 1747322513, 'member': {'user': {'username': 'somninar', 'public_flags': 0, 'primary_guild': None, 'id': '1013553100755324929', 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'display_name': '╲⎝⧹L7tr⧸⎠╱', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '45097b65a48e28200b9629e0f6769250'}, 'roles': ['1258407429058592768'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-15T15:20:58.965000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:52] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:21:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:21:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 23, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:21:55.878000+00:00', 'pinned': False, 'nonce': '1372594857322741760', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594858635563139', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?blackjack', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:21:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:21:55] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:21:55] [DEBUG   ] discord.client: Dispatching event command
[2025-05-15 18:21:55] [DEBUG   ] discord.client: Dispatching event command_error
[2025-05-15 18:21:55] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command blackjack
Traceback (most recent call last):
  File "C:\Users\tambet\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\bot.py", line 1366, in invoke
    await ctx.command.invoke(ctx)
  File "C:\Users\tambet\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 1021, in invoke
    await self.prepare(ctx)
  File "C:\Users\tambet\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 938, in prepare
    await self._parse_arguments(ctx)
  File "C:\Users\tambet\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 845, in _parse_arguments
    transformed = await self.transform(ctx, param, attachments)
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\tambet\AppData\Local\Programs\Python\Python312\Lib\site-packages\discord\ext\commands\core.py", line 697, in transform
    raise MissingRequiredArgument(param)
discord.ext.commands.errors.MissingRequiredArgument: bet is a required argument that is missing.
[2025-05-15 18:21:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 23.
[2025-05-15 18:21:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-15 18:22:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 24, 'op': 0, 'd': {'user_id': '656467546391707648', 'timestamp': 1747322521, 'member': {'user': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'display_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:22:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 25, 'op': 0, 'd': {'user_id': '1013553100755324929', 'timestamp': 1747322521, 'member': {'user': {'username': 'somninar', 'public_flags': 0, 'primary_guild': None, 'id': '1013553100755324929', 'global_name': '╲⎝⧹L7tr⧸⎠╱', 'display_name': '╲⎝⧹L7tr⧸⎠╱', 'discriminator': '0', 'collectibles': None, 'clan': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '45097b65a48e28200b9629e0f6769250'}, 'roles': ['1258407429058592768'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-15T15:20:58.965000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1371863170120941700', 'guild_id': '1258405905779785830'}}
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-15 18:22:01] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-15 18:22:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 26, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:22:03.944000+00:00', 'pinned': False, 'nonce': '1372594891174969344', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1258407598122598510', '1258408116551155793', '1258409578975072307', '1258407955896729722', '1371927255856709693'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-07-04T12:55:48.009000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594892466814979', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?blackjack 10', 'components': [], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'zeusgar', 'public_flags': 0, 'primary_guild': None, 'id': '656467546391707648', 'global_name': 'Zendusgard', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '92b08e4a885e1dc0434aa74160d847b1'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:22:03] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:22:03] [DEBUG   ] discord.client: Dispatching event message
[2025-05-15 18:22:03] [DEBUG   ] discord.client: Dispatching event command
[2025-05-15 18:22:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-15T15:22:04.267000+00:00', 'pinned': False, 'nonce': '48094424385517744', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1258407429058592768', '1371862961945182232', '1258407598122598510'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-13T14:53:38.214000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1372594893821837353', 'flags': 0, 'embeds': [{'type': 'rich', 'title': "Zendusgard's Blackjack Game", 'description': "**Your Hand:** 3 5\n**Total:** 8\n\n**Dealer's Hand:** 9 ❓\n\nChoose an action:", 'content_scan_version': 0, 'color': 3066993}], 'edited_timestamp': None, 'content': '', 'components': [{'type': 1, 'id': 1, 'components': [{'type': 2, 'style': 1, 'label': 'Hit', 'id': 2, 'custom_id': 'e5e8ca9dcff3bf41362fb3084848b0bd'}, {'type': 2, 'style': 2, 'label': 'Stand', 'id': 3, 'custom_id': 'f345197f392fe19e53a57c59605d4350'}, {'type': 2, 'style': 4, 'label': '2x', 'id': 4, 'custom_id': '4e640cf1a8f46bf2f3abd33eac7b4c72'}]}], 'channel_type': 0, 'channel_id': '1371863170120941700', 'author': {'username': 'ZeusgarBot', 'public_flags': 0, 'primary_guild': None, 'id': '1371860418666168321', 'global_name': None, 'discriminator': '7304', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '01c1261b8325d8fe78ee7c8dbd4d8230'}, 'attachments': [], 'guild_id': '1258405905779785830'}}
[2025-05-15 18:22:04] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-15 18:22:04] [DEBUG   ] discord.client: Dispatching event message
